Cost Center	Subject	Training Type	Course Code	Training Title	Session ID	Facility	Training Attendee Status	Registration Date	Transcript Assigned Date	Training Due Date	Part Name	Part Start Time	Part End Time	Part Time Zone	Completion Date	Last Transcript Status Change Date	Time in Training	Training Hours	Credit Hours	Provider	Version Number
	 [Functional Competency], [Functional Competency] Communication, Expertise	Online Content		The Complete Communication Skills Master Class for Life			In Progress	1/20/2025 23:33									66	36.42	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Security software, Expertise	Online Content		The Complete Cyber Security Course : Hackers Exposed!			In Progress	4/25/2025 21:12									47	12.08	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		The Modern Javascript Bootcamp Course			In Progress	4/27/2025 12:33									192	51.92	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Zero to Hero in Ollama: Create Local LLM Applications			In Progress	3/1/2025 10:51									37	3.17	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] C++, Expertise	Online Content		Design Patterns in Modern C++			In Progress	1/11/2025 21:40									36	12.47	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Java, Expertise	Online Content		Java from Basics to Advanced			In Progress	1/3/2025 10:40									102	31.3	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Spring, Expertise	Online Content		Java Spring Framework 6 with Spring Boot 3 with Spring AI			In Progress	2/9/2025 21:38									247	51.97	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		JavaScript: Understanding the Weird Parts			In Progress	12/31/2024 21:37									13	12.63	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Spring, Expertise	Online Content		Learn Fundamentals and Basics of Spring boot			In Progress	1/3/2025 21:39									0	28.25	0	(Udemy) ???	
	 [Software R&D], [Software R&D] System software, Expertise	Online Content		Linux Device Driver Programming With Beaglebone Black (LDD1)			In Progress	5/21/2025 11:03									32	21.88	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Low Level System Design, Design Patterns & SOLID Principles			In Progress	4/28/2025 16:37									28	8.87	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Continuous Learning, Expertise	Online Content		Mastering the System Design Interview			In Progress	1/3/2025 21:39									0	5.22	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/28/2025 16:17	5/28/2025 16:17	22	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], Expertise	Online Content		System Design(LLD + HLD) by Concept && Coding			In Progress	1/3/2025 21:39									0	28.97	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		The Complete Neural Networks Bootcamp: Theory, Applications			In Progress	2/7/2025 12:31									1163	43.78	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						5/1/2025 10:55	5/1/2025 10:55	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		[NEW] Ultimate AWS Certified AI Practitioner AIF-C01			In Progress	3/20/2025 21:41									0	10.12	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		AI Automation: Build LLM Apps & AI-Agents with n8n & APIs			In Progress	4/3/2025 14:34									7	13.35	0	(Udemy) ???	
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		AWS EKS Kubernetes-Masterclass | DevOps, Microservices			In Progress	2/4/2025 21:40									15	24.13	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 14:43						2/12/2025 16:00	5/14/2025 14:43	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 14:43	5/14/2025 14:43		CPT_Trainings_Q1_2025_MUltiple Trainings	2/12/2025 14:00	2/12/2025 16:00	IST	2/12/2025 16:00	5/14/2025 14:43	120	2	0	[SRI-Delhi]HR	1
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Generative AI for Business Leaders: A Quick Overview			Completed	5/21/2025 16:42							5/21/2025 17:40	5/21/2025 17:40	71	1.2	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		LLM Engineering: Master AI, Large Language Models & Agents			In Progress	5/27/2025 15:35									138	25.28	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Mastering Ollama: Build Private Local LLM Apps with Python			In Progress	4/2/2025 11:24									259	3.35	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Continuous Learning, Expertise	Online Content		Mastering the System Design Interview			Completed	1/6/2025 14:22							1/22/2025 11:50	1/22/2025 11:50	293	5.22	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Ollama Zero to Hero: Build Chat, Vision Games & AI Agents			Completed	4/22/2025 7:31							4/22/2025 11:02	4/22/2025 11:02	63	1.2	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		Practice Exams | AWS Certified Solutions Architect Associate			In Progress	4/9/2025 21:40									130	0	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Python, Expertise	Online Content		Python Basics Course			Completed	3/26/2025 14:14							3/26/2025 17:08	3/26/2025 17:08	91	1.48	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 10:24	4/7/2025 10:24						4/8/2025 15:17	4/8/2025 15:17	348	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						6/9/2025 18:12	6/9/2025 18:12	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/26/2025 16:01	5/26/2025 16:01	18	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Part A - Multithreading & Thread Synchronization - Pthreads			In Progress	5/27/2025 11:34									195	16.52	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/27/2025 10:16	5/27/2025 10:16	23	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						4/23/2025 14:57	4/23/2025 14:57	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						4/22/2025 10:15	4/22/2025 10:15	13	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						6/6/2025 15:33	6/6/2025 15:33	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Database Management, Expertise	Online Content		LangChain- Develop LLM powered applications with LangChain			In Progress	2/2/2025 11:10									22	11.77	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Low Level System Design, Design Patterns & SOLID Principles			In Progress	2/21/2025 21:43									0	8.87	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Next.js From Scratch			In Progress	3/23/2025 19:22									68	9.85	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Python, Expertise	Online Content		Python and Django Full Stack Web Developer Bootcamp			In Progress	6/5/2025 11:36									25	31.9	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, [Software Tools], [Software Tools] React, Expertise	Online Content		React Native - The Practical Guide [2025]			In Progress	2/25/2025 23:23									108	28.62	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Remix.js - The Practical Guide			In Progress	3/23/2025 9:50									34	8.6	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 10:58	4/7/2025 10:58						4/7/2025 11:36	4/7/2025 11:36	38	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/30/2025 16:24	5/30/2025 16:24	27	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Event		Udemy License Request (2025-2026)			Not Started		6/3/2025 14:58							6/3/2025 14:58	0	0	0	(SEU) L&D Strategy	
	 Expertise	Session		Udemy License Request (2025-2026)	License Request	The UniverSE, Gyeonggi-do, Korea	Registered	6/3/2025 14:58	6/3/2025 14:58		??? ???? ?? (2024-2025)	3/31/2026 17:00	3/31/2026 17:30	KST		6/3/2025 14:58	0	0.02	0	(SEU) L&D Strategy	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						5/22/2025 14:38	5/22/2025 14:38	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/21/2025 10:26	5/21/2025 10:26	113	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] C++, Expertise	Online Class		C++ Design Patterns: Creational			Completed	3/26/2025 19:26	3/26/2025 19:26						3/26/2025 19:25	3/26/2025 19:26	0	2.43	0	(LinkedIn Learning) ???? ??	
	 [Software Tools], [Software Tools] C++, Expertise	Online Class		C++ Design Patterns: Structural			Completed	3/31/2025 21:55	3/31/2025 21:55						3/31/2025 21:55	3/31/2025 21:55	0	1.78	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] System software, Expertise	Online Class		Computer Science Principles: Digital Information			Completed	5/12/2025 11:30	5/12/2025 11:30						5/12/2025 11:30	5/12/2025 11:30	0	1.17	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] System software, Expertise	Online Class		Computer Science Principles: The Internet			Completed	5/15/2025 22:13	5/15/2025 22:13						5/15/2025 22:12	5/15/2025 22:13	0	0.98	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Class		Introduction to Artificial Intelligence (2023)			In Progress	2/6/2025 14:30	2/6/2025 14:30							2/6/2025 14:30	0	1.57	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] System software, Expertise	Online Class		Introduction to Linux			Completed	4/18/2025 16:33	4/18/2025 16:33						4/18/2025 16:33	4/18/2025 16:33	0	0.93	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] System software, Expertise	Online Class		Learning Linux Command Line			Completed	5/16/2025 11:08	5/16/2025 11:08						5/16/2025 11:08	5/16/2025 11:08	0	2.95	0	(LinkedIn Learning) ???? ??	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						4/22/2025 11:13	4/22/2025 11:13	7	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/28/2025 16:29	5/28/2025 16:29	41	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:34	2/2/2025 5:34							2/2/2025 5:34	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/30/2025 16:30	5/30/2025 16:30	29	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:34	2/2/2025 5:34							2/2/2025 5:34	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Data Analysis, Expertise	Online Content		Amazon DynamoDB Data Modeling for Architects & Developers			In Progress	3/24/2025 21:39									0	6.43	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Batch Processing with Spring Batch & Spring Boot			In Progress	1/27/2025 1:40									14	7.85	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:31						2/12/2025 15:30	5/13/2025 12:31	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:31	5/13/2025 12:31		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:31	90	1.5	0	[SRI-Delhi]HR	1
	 [Software Tools], Expertise	Online Content		Generative AI for Beginners			Completed	2/4/2025 23:48							3/7/2025 17:51	3/7/2025 17:51	348	3.53	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Spring, Expertise	Online Content		Java Spring Framework 6 with Spring Boot 3 with Spring AI			In Progress	2/4/2025 19:10									1195	51.97	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Prompt Engineering for Beginners - Learn ChatGPT Prompting			In Progress	5/13/2025 15:02									15	0.85	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/29/2025 17:08	5/29/2025 17:08	1	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] Spring, Expertise	Online Content		Spring Batch Framework for Beginners			In Progress	1/22/2025 11:53									403	6.88	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:34	2/2/2025 5:34							2/2/2025 5:34	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						4/8/2025 12:02	4/8/2025 12:02	11	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified Solutions Architect Professional 2025			In Progress	4/25/2025 21:40									177	16.62	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:35	2/2/2025 5:35							2/2/2025 5:35	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] C++, Expertise	Online Content		Complete Modern C++ (C++11/14/17)			In Progress	1/31/2025 11:32									60	20.52	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Database Management, Expertise	Online Content		LangChain- Develop LLM powered applications with LangChain			In Progress	1/29/2025 21:42									3	11.77	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/21/2025 8:57	5/21/2025 8:57	18	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:35	2/2/2025 5:35						6/6/2025 8:50	6/6/2025 8:50	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/20/2025 8:35	5/20/2025 8:35	8	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:36	2/2/2025 5:36							2/2/2025 5:36	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Registered	4/8/2025 9:08	4/8/2025 9:08							4/8/2025 9:08	0	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:36	2/2/2025 5:36							2/2/2025 5:36	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 12:31						2/24/2025 17:00	5/23/2025 12:31	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 12:31	5/23/2025 12:31		Behavioural Training | Creativity & Innovation | Design Thinking Awareness	2/24/2025 15:00	2/24/2025 17:00	IST	2/24/2025 17:00	5/23/2025 12:31	120	2	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			In Progress	4/8/2025 9:08	4/8/2025 9:08							6/2/2025 8:59	12	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified Solutions Architect Associate 2025			In Progress	4/22/2025 21:39									0	27.5	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:35	2/2/2025 5:35							2/2/2025 5:35	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/20/2025 9:54	5/20/2025 9:54	21	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:35	2/2/2025 5:35							2/2/2025 5:35	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] Microsoft Excel, Expertise	Online Content		Google Sheets - The Comprehensive Masterclass			In Progress	3/28/2025 12:57									8	14.3	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/27/2025 11:15	5/27/2025 11:15	31	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:35	2/2/2025 5:35						5/8/2025 14:54	5/8/2025 14:54	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Certified Kubernetes Application Developer | CKAD Exam 2025			In Progress	1/12/2025 21:37									0	15.7	0	(Udemy) ???	
	 [Software R&D], [Software R&D] System software, Expertise	Online Content		Introduction to Networking			In Progress	6/7/2025 21:38									86	7.47	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		Kubernetes Certified Application Developer (CKAD) with Tests			In Progress	1/11/2025 22:30									326	16.88	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Kubernetes for the Absolute Beginners - Hands-on			In Progress	1/4/2025 21:40									3	6.4	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, [Software R&D] System software, Expertise	Online Content		Linux Inter Process Communication (IPC) from Scratch in C			In Progress	2/4/2025 11:13									26	8.67	0	(Udemy) ???	
	 [Software R&D], [Software R&D] System software, Expertise	Online Content		Linux System Programming - A programmers/Practical Approach			In Progress	2/3/2025 15:48									16	9.25	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		Low Level System Design, Design Patterns & SOLID Principles			In Progress	3/28/2025 14:57	3/28/2025 14:57							3/28/2025 14:57	22	8.87	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Master CMake for Cross-Platform C++ Project Building			In Progress	3/3/2025 10:52									17	3.45	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/27/2025 9:41	5/27/2025 9:41	18	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified Developer Associate 2025 DVA-C02			In Progress	1/12/2025 21:37									0	32.45	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Server software, Expertise	Online Content		Ultimate CKA | Certified Kubernetes Administrator			In Progress	1/12/2025 21:37									0	14.85	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:34	2/2/2025 5:34						5/26/2025 13:43	5/26/2025 13:43	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 15:19						3/6/2025 17:30	5/23/2025 15:19	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 15:19	5/23/2025 15:19		IWD Session on "Sculpting Future through Body & Mind"	3/6/2025 16:30	3/6/2025 17:30	IST	3/6/2025 17:30	5/23/2025 15:19	60	1	0	[SRI-Delhi]HR	1
	 [Language], [Language] English Speaking, Core	Online Content		English Vocabulary GRE | TOEFL |GMAT | CAT | IELTS			In Progress	3/27/2025 21:44									0	11.05	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Software engineering, Expertise	Online Content		HLD from Basics to Advanced by Concept && Coding			In Progress	6/5/2025 5:20									18	14.65	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Java, Expertise	Online Content		Java Programming for Complete Beginners [2025]			In Progress	3/14/2025 15:02									47	58.8	0	(Udemy) ???	
	 [Software Tools], [Software Tools] 3d Animation, Expertise	Online Content		LLD from Basics to Advanced by Concept && Coding			In Progress	2/6/2025 23:42									1689	14.82	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/26/2025 13:26	5/26/2025 13:26	46	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:34	2/2/2025 5:34							2/2/2025 5:34	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] Python, Expertise	Online Content		Python OOP - Object Oriented Programming for Beginners			In Progress	1/13/2025 15:21									36	18.92	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						4/8/2025 10:37	4/8/2025 10:37	8	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		The Complete Full-Stack Web Development Bootcamp			In Progress	5/7/2025 12:17									16	61.73	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:37	2/2/2025 5:37							2/2/2025 5:37	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/30/2025 9:20	5/30/2025 9:20	115	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:37	2/2/2025 5:37						6/6/2025 17:04	6/6/2025 17:04	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		AWS Certified Developer Associate - AWS Certification			In Progress	3/21/2025 14:32									9	34.62	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:31						2/12/2025 15:30	5/13/2025 12:31	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:31	5/13/2025 12:31		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:31	90	1.5	0	[SRI-Delhi]HR	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		Computer Vision Masterclass			In Progress	2/17/2025 14:42									72	25.48	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Java, Expertise	Online Content		Java from Basics to Advanced			In Progress	4/10/2025 21:41									37	31.3	0	(Udemy) ???	
	 [Software Tools], [Software Tools] 3d Animation, Expertise	Online Content		LLD from Basics to Advanced by Concept && Coding			In Progress	1/31/2025 13:48									236	14.82	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		LLM Engineering: Master AI, Large Language Models & Agents			In Progress	2/10/2025 14:21									16	25.28	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		RAG, AI Agents and Generative AI with Python and OpenAI 2025			In Progress	3/21/2025 16:13									12	41.65	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:08	4/8/2025 9:08						5/26/2025 16:34	5/26/2025 16:34	14	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], Expertise	Online Content		System Design(LLD + HLD) by Concept && Coding			In Progress	3/17/2025 21:39									2	28.97	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 5:33	2/2/2025 5:33						4/28/2025 10:41	4/28/2025 10:41	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] Spring, Expertise	Online Content		Java Spring Framework 6 with Spring Boot 3 with Spring AI			In Progress	4/8/2025 15:03									81	51.97	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/27/2025 8:51	5/27/2025 8:51	15	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)			In Progress	4/4/2025 12:35									52	17.22	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		Python for Data Science and Machine Learning Bootcamp			In Progress	2/17/2025 10:51									125	24.9	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/28/2025 16:47	5/28/2025 16:47	13	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], Expertise	Online Content		The "BigTech" System Design Interview Bootcamp			In Progress	2/20/2025 8:11									3	5.57	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 5:33	2/2/2025 5:33							2/2/2025 5:33	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		Computer Vision Masterclass			In Progress	5/15/2025 10:33	5/15/2025 10:33							5/15/2025 10:33	30	25.48	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 9:07	4/8/2025 9:07						5/26/2025 13:22	5/26/2025 13:22	67	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Event		Udemy License Request (2025-2026)			Not Started		4/7/2025 10:38							4/7/2025 10:38	0	0	0	(SEU) L&D Strategy	
	 Expertise	Session		Udemy License Request (2025-2026)	License Request	The UniverSE, Gyeonggi-do, Korea	Registered	4/7/2025 10:38	4/7/2025 10:38		??? ???? ?? (2024-2025)	3/31/2026 17:00	3/31/2026 17:30	KST		4/7/2025 10:38	0	0.02	0	(SEU) L&D Strategy	1
